Start,End,Duration,Observer,BV,TV,UV,MK,OS,BE,NH,SS,CH,NG,UA,RS,BW,SW,RT,RL,UB,GE,UE,AK,ML,PG,UF,UR,TOTAL,WindSpd,WindDir,Temp,CloudCover,Visibility,FlightDIR,FlightHT,SkyCode,Counter,Observer1,Observer2,Observer3,Observer4,HawkYear
'2017-10-05 12:00','2017-10-05 13:00',60,180,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,247.5,25,90,20,225,'0: Below eye level',?,?,'Rudy Keller','David Hughes','Adehl Schwaderer',?,2017
'2017-10-05 11:00','2017-10-05 12:00',60,180,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,7,3,247.5,24,50,20,225,'0: Below eye level',?,?,'Rudy Keller','David Hughes','Adehl Schwaderer',?,2017
'2017-10-05 10:00','2017-10-05 11:00',60,180,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,247.5,23,70,20,225,'0: Below eye level',?,?,'Rudy Keller','David Hughes','Adehl Schwaderer',?,2017
'2017-10-05 09:00','2017-10-05 10:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,247.5,21,20,20,?,?,?,?,'Rudy Keller',?,'Adehl Schwaderer',?,2017
'2017-10-05 08:00','2017-10-05 09:00',60,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,247.5,19,5,?,225,'0: Below eye level',?,?,'Rudy Keller',?,'Adehl Schwaderer',?,2017
'2017-10-05 07:00','2017-10-05 08:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,247.5,17,15,20,?,?,?,?,'Rudy Keller',?,?,?,2017
'2017-10-05 06:00','2017-10-05 07:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,247.5,17,50,20,?,?,?,?,'Rudy Keller',?,?,?,2017
'2017-10-04 15:00','2017-10-04 16:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?,20,0,9,?,'7: Variable',?,'Laurie Goodrich','Rudy Keller','Arlene Koch',?,?,2017
'2017-10-04 14:00','2017-10-04 15:00',60,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,?,20,0,9,?,'7: Variable',?,'David Barber','Rudy Keller','Arlene Koch',?,?,2017
'2017-10-04 13:00','2017-10-04 14:00',60,180,0,0,0,0,0,1,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3,?,20,0,9,?,'5: At limit of binoculars (10X)',?,'David Barber','Rudy Keller','Arlene Koch',?,?,2017
'2017-10-04 12:00','2017-10-04 13:00',60,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,?,20,0,9,?,'7: Variable',?,'David Barber','Rudy Keller','Arlene Koch',?,?,2017
'2017-10-04 11:00','2017-10-04 12:00',60,180,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3,270,20,0,9,270,'7: Variable',?,'David Barber','Rudy Keller','Arlene Koch',?,?,2017
'2017-10-04 10:00','2017-10-04 11:00',60,180,0,0,0,0,1,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,9,3,247.5,15,0,9,225,'4: Binoculars (to 10X)',?,'David Barber','Rudy Keller','Arlene Koch',?,?,2017
'2017-10-04 09:00','2017-10-04 10:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,225,14,0,7,225,'1: Eye level to 30m',?,'David Barber','Rudy Keller','Arlene Koch',?,?,2017
'2017-10-04 08:00','2017-10-04 09:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,270,12,0,?,?,?,?,'David Barber','Rudy Keller',?,?,?,2017
'2017-10-04 07:00','2017-10-04 08:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,270,12,0,?,?,?,?,'David Barber','Rudy Keller',?,?,?,2017
'2017-10-04 06:00','2017-10-04 07:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,270,11,25,2,?,?,?,'David Barber','Rudy Keller',?,?,?,2017
'2017-10-03 15:00','2017-10-03 16:00',60,120,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8.5,180,18,0,77,225,'3: At limit of unaided vision',?,'Adam Carter','Rob Feldman',?,?,?,2017
'2017-10-03 14:00','2017-10-03 15:00',60,120,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,180,18,0,77,225,'2: Unaided eye',?,'Adam Carter','Rob Feldman',?,?,?,2017
'2017-10-03 13:00','2017-10-03 14:00',60,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8.5,180,22,0,77,225,'2: Unaided eye',?,'Adam Carter','Rob Feldman',?,?,?,2017
'2017-10-03 12:00','2017-10-03 13:00',60,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,180,22,0,77,225,'1: Eye level to 30m',?,'Adam Carter','Rob Feldman','Zoey Greenburg',?,?,2017
'2017-10-03 11:00','2017-10-03 12:00',60,180,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,8.5,180,23,0,77,225,'3: At limit of unaided vision',?,'Adam Carter','Rob Feldman','Zoey Greenburg',?,?,2017
'2017-10-03 10:00','2017-10-03 11:00',60,180,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6,3,180,22,0,77,225,'2: Unaided eye',?,'Adam Carter','Rob Feldman','Zoey Greenburg',?,?,2017
'2017-10-03 09:00','2017-10-03 10:00',60,180,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,10,3,180,14,0,50,225,'2: Unaided eye',?,'Adam Carter','Rob Feldman','Zoey Greenburg',?,?,2017
'2017-10-03 08:00','2017-10-03 09:00',60,180,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,180,13,0,13,225,'1: Eye level to 30m',?,'Adam Carter','Rob Feldman','Zoey Greenburg',?,?,2017
'2017-10-03 07:00','2017-10-03 08:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.5,180,12,0,3,225,'1: Eye level to 30m',?,'Adam Carter','Rob Feldman','Zoey Greenburg',?,?,2017
'2017-10-02 15:00','2017-10-02 16:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,315,17,0,40,?,(none),?,'Laurie Goodrich','Adam Carter',?,?,?,2017
'2017-10-02 14:00','2017-10-02 15:00',60,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,?,17,0,40,225,'1: Eye level to 30m',?,'Laurie Goodrich','Adam Carter','Brian Ferrence',?,'Catherine Elwell',2017
'2017-10-02 13:00','2017-10-02 14:00',60,300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,?,18,0,40,225,(none),?,'Laurie Goodrich','Adam Carter','Brian Ferrence','Christine Whitehair','Catherine Elwell',2017
'2017-10-02 12:00','2017-10-02 13:00',60,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,?,19,0,40,225,'4: Binoculars (to 10X)',?,'Laurie Goodrich','Adam Carter','Brian Ferrence','Christine Whitehair','Catherine Elwell',2017
'2017-10-02 11:00','2017-10-02 12:00',60,300,0,0,0,0,1,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,315,16,0,40,225,'3: At limit of unaided vision',?,'Laurie Goodrich','Adam Carter','Brian Ferrence','Christine Whitehair','Catherine Elwell',2017
'2017-10-02 10:00','2017-10-02 11:00',60,300,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,?,16,0,40,?,'2: Unaided eye',?,'Laurie Goodrich','Adam Carter','Brian Ferrence','Christine Whitehair','Catherine Elwell',2017
'2017-10-02 09:00','2017-10-02 10:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,33,?,'1: Eye level to 30m',?,'Laurie Goodrich','Adam Carter','Brian Ferrence',?,?,2017
'2017-10-02 08:00','2017-10-02 09:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,315,11,0,33,?,(none),?,'Laurie Goodrich','Adam Carter','Brian Ferrence',?,?,2017
'2017-10-02 07:00','2017-10-02 08:00',60,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,315,11,0,33,?,(none),?,'Laurie Goodrich','Adam Carter','Rudy Keller','Christine Whitehair',?,2017
'2017-10-02 06:00','2017-10-02 07:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,315,12,0,33,?,(none),?,'Laurie Goodrich','Adam Carter','Rudy Keller',?,?,2017
'2017-10-01 16:00','2017-10-01 17:00',30,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,?,13,0,77,225,'3: At limit of unaided vision',?,'Laurie Goodrich','Jason Deeter','Scott Morrison','Rob Feldman',?,2017
'2017-10-01 15:00','2017-10-01 16:00',60,180,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,8,0,?,13,0,77,225,'3: At limit of unaided vision',?,'David Barber','Jason Deeter','Scott Morrison','Rob Feldman',?,2017
'2017-10-01 14:00','2017-10-01 15:00',60,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,?,14,0,77,225,'4: Binoculars (to 10X)',?,'David Barber','Jason Deeter','Scott Morrison','Rob Feldman',?,2017
'2017-10-01 13:00','2017-10-01 14:00',60,180,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,?,14,0,77,225,'3: At limit of unaided vision',?,'David Barber','Jason Deeter','Scott Morrison','Rob Feldman',?,2017
'2017-10-01 12:00','2017-10-01 13:00',60,180,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,22.5,15,0,77,225,'4: Binoculars (to 10X)',?,'David Barber','Jason Deeter','Scott Morrison',?,?,2017
'2017-10-01 11:00','2017-10-01 12:00',0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,8,0,0,25,5,77,225,'3: At limit of unaided vision',?,'David Barber','Jason Deeter','Scott Morrison','David Barber',?,2017
'2017-10-01 10:00','2017-10-01 11:00',60,180,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,8.5,337.5,14,2,77,225,'4: Binoculars (to 10X)',?,'David Barber','Jason Deeter','Scott Morrison','Zoey Greenburg',?,2017
'2017-10-01 09:00','2017-10-01 10:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8.5,337.5,12,0,77,?,?,?,?,'Jason Deeter','Scott Morrison','Adehl Schwaderer',?,2017
'2017-10-01 08:00','2017-10-01 09:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,337.5,10,0,77,?,?,?,?,'Jason Deeter','Rudy Keller','Adehl Schwaderer',?,2017
'2017-10-01 07:00','2017-10-01 08:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,337.5,7,0,77,?,?,?,'David Barber','Jason Deeter',?,'Rudy Keller',?,2017
'2017-10-01 06:30','2017-10-01 07:00',30,90,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8.5,337.5,7,0,77,225,'1: Eye level to 30m',?,'David Barber','Jason Deeter','Rudy Keller',?,?,2017
'2017-09-30 16:00','2017-09-30 17:00',60,180,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,24,315,12,90,50,247.5,'3: At limit of unaided vision',?,'David Barber','Ryan Fick','Bracken Brown','David Barber; Dave Kruel',?,2017
'2017-09-30 15:00','2017-09-30 16:00',60,180,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,7,15.5,315,12,50,50,270,'3: At limit of unaided vision',?,'David Barber','Ryan Fick','Bracken Brown','David Barber; Dave Kruel',?,2017
'2017-09-30 14:00','2017-09-30 15:00',60,180,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15.5,315,12,100,50,270,'2: Unaided eye',?,'David Barber','Ryan Fick','Bracken Brown','Dave Kruel',?,2017
'2017-09-30 13:00','2017-09-30 14:00',60,180,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,15.5,315,12,100,50,270,'1: Eye level to 30m',?,'David Barber','Ryan Fick','Bracken Brown','Dave Kruel',?,2017
'2017-09-30 12:00','2017-09-30 13:00',60,180,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,15.5,315,12,100,50,270,'1: Eye level to 30m',?,'David Barber','Ryan Fick','Bracken Brown','David Barber; Dave Kruel',?,2017
'2017-09-30 11:00','2017-09-30 12:00',60,180,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15.5,315,12,100,50,270,'0: Below eye level',?,'David Barber','Ryan Fick','Bracken Brown',?,?,2017
'2017-09-30 10:00','2017-09-30 11:00',60,180,0,0,0,0,1,1,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,15.5,315,12,100,50,270,'0: Below eye level',?,'David Barber','Ryan Fick','Bracken Brown',?,?,2017
'2017-09-30 09:00','2017-09-30 10:00',60,180,0,0,0,0,0,3,0,13,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,19,15.5,315,12,90,50,270,'0: Below eye level',?,'David Barber','Ryan Fick','Bracken Brown',?,?,2017
'2017-09-30 08:00','2017-09-30 09:00',60,180,0,0,0,0,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,15.5,315,11,90,55,270,'0: Below eye level',?,'David Barber','Ryan Fick','Bracken Brown',?,?,2017
'2017-09-30 07:00','2017-09-30 08:00',60,180,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15.5,315,10,70,50,?,?,?,'David Barber','Ryan Fick','Bracken Brown',?,?,2017
'2017-09-30 06:00','2017-09-30 07:00',60,180,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,8.5,315,11,60,40,270,'0: Below eye level',?,'David Barber','Ryan Fick','Bracken Brown',?,?,2017
'2017-09-29 16:00','2017-09-29 17:00',60,120,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,315,15,5,33,225,'1: Eye level to 30m',?,'David Barber','David Barber',?,?,?,2017
'2017-09-29 15:00','2017-09-29 16:00',60,120,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,315,16,15,33,225,'7: Variable',?,'David Barber','David Barber',?,?,?,2017
'2017-09-29 14:00','2017-09-29 15:00',60,120,0,0,0,0,0,3,0,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17,3,315,16,20,33,225,'2: Unaided eye',?,'David Barber','David Barber',?,?,?,2017
'2017-09-29 13:00','2017-09-29 14:00',60,180,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,8.5,315,16,30,33,225,'2: Unaided eye',?,'David Barber','David Barber','Zoey Greenburg',?,?,2017
'2017-09-29 12:00','2017-09-29 13:00',60,180,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8.5,315,17,30,33,225,'7: Variable',?,'David Barber','David Barber','Zoey Greenburg',?,?,2017
'2017-09-29 11:00','2017-09-29 12:00',60,180,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8.5,315,16,30,33,225,'1: Eye level to 30m',?,'David Barber','David Barber','Zoey Greenburg','Andrea Ambrose',?,2017
'2017-09-29 10:00','2017-09-29 11:00',60,180,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,3,315,15,40,33,225,'1: Eye level to 30m',?,'David Barber','David Barber','Zoey Greenburg','Andrea Ambrose',?,2017
'2017-09-29 09:00','2017-09-29 10:00',60,180,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,315,13,5,33,?,?,?,'David Barber','David Barber','Zoey Greenburg','Andrea Ambrose',?,2017
'2017-09-29 08:00','2017-09-29 09:00',60,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,315,11,0,33,225,'1: Eye level to 30m',?,'David Barber','David Barber','Zoey Greenburg','Andrea Ambrose',?,2017
'2017-09-29 07:00','2017-09-29 08:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,315,10,0,33,?,?,?,'David Barber','David Barber','Rudy Keller',?,?,2017
'2017-09-29 06:00','2017-09-29 07:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,315,10,0,33,?,?,?,'David Barber','David Barber','Rudy Keller',?,?,2017
'2017-09-29 05:00','2017-09-29 06:00',5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.5,315,10,0,33,225,'1: Eye level to 30m',?,'David Barber','David Barber','Rudy Keller',?,?,2017
'2017-09-28 15:00','2017-09-28 16:00',60,180,0,0,0,0,1,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,24,315,19,7,30,225,'1: Eye level to 30m',?,'David Barber','Bob Davidheiser','Rudy Keller',?,?,2017
'2017-09-28 14:00','2017-09-28 15:00',60,180,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,7,15.5,315,19,5,30,225,'1: Eye level to 30m',?,'David Barber','Bob Davidheiser','Rudy Keller',?,?,2017
'2017-09-28 13:00','2017-09-28 14:00',60,180,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,24,315,19,3,30,225,'1: Eye level to 30m',?,'David Barber','Bob Davidheiser','Rudy Keller','Levon Harutyunyan',?,2017
'2017-09-28 12:00','2017-09-28 13:00',60,180,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,15.5,315,19,2,30,225,'3: At limit of unaided vision',?,'David Barber','Bob Davidheiser','Rudy Keller','Levon Harutyunyan',?,2017
'2017-09-28 11:00','2017-09-28 12:00',60,180,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,15.5,292.5,19,1,30,225,'3: At limit of unaided vision',?,'David Barber','Rudy Keller','Bob Davidheiser','Grace Auld; Levon Harutyunyan',?,2017
'2017-09-28 10:00','2017-09-28 11:00',60,180,0,0,0,0,1,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12,15.5,292.5,18,1,30,225,'2: Unaided eye',?,'David Barber','Rudy Keller','Bob Davidheiser','Grace Auld; Levon Harutyunyan',?,2017
'2017-09-28 09:00','2017-09-28 10:00',60,180,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,15.5,315,17,1,30,225,'7: Variable',?,'David Barber','Rudy Keller','Bob Davidheiser','Grace Auld; Levon Harutyunyan',?,2017
'2017-09-28 08:00','2017-09-28 09:00',60,180,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,17,15.5,315,16,1,30,225,'1: Eye level to 30m',?,'David Barber','Rudy Keller','Bob Davidheiser','Grace Auld; Levon Harutyunyan',?,2017
'2017-09-28 07:00','2017-09-28 08:00',60,180,0,0,0,0,1,0,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,15,15.5,315,16,2,30,225,'1: Eye level to 30m',?,'David Barber','Rudy Keller','Bob Davidheiser','Levon Harutyunyan',?,2017
'2017-09-28 06:00','2017-09-28 07:00',60,120,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,15.5,315,17,1,25,225,'1: Eye level to 30m',?,'David Barber','Rudy Keller',?,?,?,2017
'2017-09-27 16:00','2017-09-27 17:00',60,120,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,90,24,0,77,?,?,?,'David Barber','Rob Feldman',?,?,?,2017
'2017-09-27 15:00','2017-09-27 16:00',15,90,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,135,26,5,77,225,'1: Eye level to 30m',?,'David Barber','Paul Heveran','Rob Feldman',?,?,2017
'2017-09-27 14:00','2017-09-27 15:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67.5,27,3,77,?,'4: Binoculars (to 10X)',?,'David Barber','Paul Heveran','Rob Feldman',?,?,2017
'2017-09-27 13:00','2017-09-27 14:00',60,180,0,0,0,0,3,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,3,45,28,2,77,?,?,?,'David Barber','Paul Heveran','Rob Feldman','Christine Whitehair',?,2017
'2017-09-27 12:00','2017-09-27 13:00',60,180,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,8.5,45,33,0,77,225,'3: At limit of unaided vision',?,'David Barber','Paul Heveran','Rob Feldman','Christine Whitehair',?,2017
'2017-09-27 11:00','2017-09-27 12:00',60,180,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,7,8.5,45,30,0,32,225,'2: Unaided eye',?,'Laurie Goodrich','Paul Heveran','Rob Feldman','Christine Whitehair',?,2017
'2017-09-27 10:00','2017-09-27 11:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?,28,0,13,?,?,?,'Laurie Goodrich','Paul Heveran','Rob Feldman','Christine Whitehair',?,2017
'2017-09-27 09:00','2017-09-27 10:00',60,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,90,26,0,6,?,?,?,'Laurie Goodrich','Paul Heveran','Rob Feldman','Christine Whitehair',?,2017
'2017-09-27 08:00','2017-09-27 09:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,?,22,0,5,?,'2: Unaided eye',?,'Laurie Goodrich','Paul Heveran','Rob Feldman','Christine Whitehair',?,2017
'2017-09-27 07:00','2017-09-27 08:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,21,5,3,?,?,?,'Laurie Goodrich','Paul Heveran','Rob Feldman','Christine Whitehair',?,2017
'2017-09-27 06:00','2017-09-27 07:00',45,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,90,21,5,5,?,?,?,'Laurie Goodrich','Paul Heveran','Rob Feldman',?,?,2017
'2017-09-26 16:00','2017-09-26 17:00',40,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,180,22,25,?,225,'1: Eye level to 30m',?,'Laurie Goodrich','Laurie Goodrich',?,?,?,2017
'2017-09-26 15:00','2017-09-26 16:00',60,120,0,0,0,0,2,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,10,3,180,23,28,20,202.5,'2: Unaided eye',?,'Laurie Goodrich','Laurie Goodrich',?,?,?,2017
'2017-09-26 14:00','2017-09-26 15:00',30,120,0,0,0,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,135,22,127,?,225,'3: At limit of unaided vision',?,'Laurie Goodrich','Jason Deeter','Laurie Goodrich',?,?,2017
'2017-09-26 13:00','2017-09-26 14:00',60,120,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,135,25,25,15,225,'3: At limit of unaided vision',?,'Laurie Goodrich','Jason Deeter',?,?,?,2017
'2017-09-26 12:00','2017-09-26 13:00',60,120,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,67.5,27,25,33,225,'3: At limit of unaided vision',?,'Laurie Goodrich','Jason Deeter',?,?,?,2017
'2017-09-26 11:00','2017-09-26 12:00',60,120,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,67.5,26,25,33,225,'3: At limit of unaided vision',?,'Laurie Goodrich','Jason Deeter',?,?,?,2017
'2017-09-26 10:00','2017-09-26 11:00',60,120,0,0,0,0,1,1,0,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,3,67.5,26,30,33,225,'2: Unaided eye',?,'Laurie Goodrich','Jason Deeter',?,'Levon Harutyunyan',?,2017
'2017-09-26 09:00','2017-09-26 10:00',60,120,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,67.5,22,90,33,225,'3: At limit of unaided vision',?,'Laurie Goodrich','Jason Deeter',?,?,?,2017
'2017-09-26 08:00','2017-09-26 09:00',60,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.5,22.5,20,25,33,?,?,?,'Laurie Goodrich','Jason Deeter',?,?,?,2017
'2017-09-26 07:00','2017-09-26 08:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8.5,67.5,20,25,33,?,?,?,'Laurie Goodrich','Jason Deeter',?,'Levon Harutyunyan',?,2017
'2017-09-26 06:00','2017-09-26 07:00',15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,67.5,17,25,33,?,?,?,'Laurie Goodrich','Jason Deeter',?,?,?,2017
'2017-09-25 17:00','2017-09-25 18:00',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,(none),?,'Laurie Goodrich',?,?,?,?,2017
