Start,End,Duration,Observer,BV,TV,UV,MK,OS,BE,NH,SS,CH,NG,UA,RS,BW,SW,RT,RL,UB,GE,UE,AK,ML,PG,UF,UR,TOTAL,WindSpd,WindDir,Temp,CloudCover,Visibility,FlightDIR,FlightHT,SkyCode,Counter,Observer1,Observer2,Observer3,Observer4,HawkYear
'2018-10-15 13:00','2018-10-15 14:00',30,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.5,225,14,100,0,?,(none),'5: Fog or Dense Haze','Jesse Amesbury',?,?,?,?,2018
'2018-10-15 12:00','2018-10-15 13:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,225,14,100,?,?,?,'5: Fog or Dense Haze','Jesse Amesbury',?,?,?,?,2018
'2018-10-15 11:00','2018-10-15 12:00',60,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,225,14,100,?,?,?,'5: Fog or Dense Haze','Jesse Amesbury','Rudy Keller',?,?,?,2018
'2018-10-15 10:00','2018-10-15 11:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,202.5,13,100,?,?,?,'5: Fog or Dense Haze','Jesse Amesbury','Rudy Keller',?,?,?,2018
'2018-10-15 09:00','2018-10-15 10:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,180,12,100,?,?,?,'5: Fog or Dense Haze','Jesse Amesbury','Rudy Keller',?,?,?,2018
'2018-10-15 08:00','2018-10-15 09:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,180,12,100,?,?,?,'5: Fog or Dense Haze','Jesse Amesbury','Muzi Sibiya','Aslan Bolkvadze',?,?,2018
'2018-10-15 07:00','2018-10-15 08:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,180,12,100,?,?,?,'5: Fog or Dense Haze','Jesse Amesbury','Muzi Sibiya','Aslan Bolkvadze',?,?,2018
'2018-10-15 06:30','2018-10-15 07:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,180,10,100,?,?,?,'5: Fog or Dense Haze','Jesse Amesbury',?,?,?,?,2018
'2018-10-14 16:00','2018-10-14 17:00',30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202.5,9,100,25,?,(none),'3: Overcast','Bracken Brown','Jesse Amesbury',?,?,?,2018
'2018-10-14 15:00','2018-10-14 16:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,180,10,100,33,?,(none),'3: Overcast','Bracken Brown','Jesse Amesbury',?,?,?,2018
'2018-10-14 14:00','2018-10-14 15:00',60,180,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,3,225,10,100,33,247.5,'3: At limit of unaided vision','3: Overcast','Doug Wood','Bracken Brown','Jesse Amesbury',?,?,2018
'2018-10-14 13:00','2018-10-14 14:00',60,180,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,270,11,100,33,?,(none),'3: Overcast','Doug Wood','Bracken Brown','Jesse Amesbury',?,?,2018
'2018-10-14 12:00','2018-10-14 13:00',60,180,0,0,0,0,1,1,1,19,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,28,8.5,247.5,11,100,33,247.5,'3: At limit of unaided vision','3: Overcast','Doug Wood','Bracken Brown','Jesse Amesbury',?,?,2018
'2018-10-14 11:00','2018-10-14 12:00',60,180,0,0,0,0,0,3,0,53,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,3,247.5,13,100,33,247.5,'3: At limit of unaided vision','3: Overcast','Doug Wood','Bracken Brown','Jesse Amesbury',?,?,2018
'2018-10-14 10:00','2018-10-14 11:00',60,180,0,0,0,0,0,0,0,41,8,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,55,3,247.5,13,100,33,225,'3: At limit of unaided vision','3: Overcast','Bracken Brown','Doug Wood','Jesse Amesbury',?,?,2018
'2018-10-14 09:00','2018-10-14 10:00',60,120,0,0,0,0,0,0,0,18,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,3,270,11,75,33,?,(none),'2: Mostly Cloudy','Bracken Brown','Doug Wood',?,?,?,2018
'2018-10-14 08:00','2018-10-14 09:00',60,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,270,6,100,33,247.5,'1: Eye level to 30m','3: Overcast','Bracken Brown','Doug Wood','Rudy Keller',?,?,2018
'2018-10-14 07:00','2018-10-14 08:00',60,90,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,9,8.5,315,5,100,33,?,?,'3: Overcast','Doug Wood','Bracken Brown',?,?,?,2018
'2018-10-14 06:00','2018-10-14 07:00',60,60,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,8.5,315,5,25,33,247.5,'1: Eye level to 30m','1: Partly Cloudy','Doug Wood',?,?,?,?,2018
'2018-10-13 16:00','2018-10-13 17:00',51,102,0,0,0,0,0,1,0,31,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,34,3,292.5,10,80,25,225,'0: Below eye level','3: Overcast','Dave Kruel','Paul Heveran',?,?,?,2018
'2018-10-13 15:00','2018-10-13 16:00',60,180,0,0,0,0,0,1,0,79,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,1,89,15.5,292.5,10,80,77,?,?,'3: Overcast','Paul Heveran','Dave Kruel','Leony Malthaner',?,?,2018
'2018-10-13 14:00','2018-10-13 15:00',60,180,0,0,0,0,0,1,0,119,5,0,0,0,0,0,1,0,0,0,0,3,3,2,1,0,135,8.5,292.5,9,40,55,225,'2: Unaided eye','1: Partly Cloudy','Paul Heveran','Dave Kruel','Muzi Sibiya',?,?,2018
'2018-10-13 13:00','2018-10-13 14:00',60,120,0,0,0,0,0,1,0,98,9,0,1,1,0,0,3,0,0,1,0,2,4,1,0,0,121,8.5,292.5,10,50,77,225,'1: Eye level to 30m','1: Partly Cloudy','Paul Heveran','Dave Kruel',?,?,?,2018
'2018-10-13 12:00','2018-10-13 13:00',60,120,0,0,0,0,0,1,0,112,17,0,0,0,0,0,6,0,0,0,0,9,3,1,0,0,149,8.5,292.5,10,90,77,225,'2: Unaided eye','3: Overcast','Paul Heveran','Dave Kruel',?,?,?,2018
'2018-10-13 11:00','2018-10-13 12:00',60,180,0,0,0,0,0,0,0,101,8,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,115,8.5,292.5,9,95,15,225,'1: Eye level to 30m','3: Overcast','Paul Heveran','Dave Kruel','Jesse Amesbury',Leony,Leony,2018
'2018-10-13 10:00','2018-10-13 11:00',60,180,0,2,0,0,0,1,0,61,2,0,0,0,0,0,1,0,0,0,0,2,7,0,0,0,76,8.5,292.5,8,100,15,225,?,'3: Overcast','Paul Heveran','Dave Kruel',Leony,?,?,2018
'2018-10-13 09:00','2018-10-13 10:00',60,180,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,3,292.5,7,100,?,?,?,'5: Fog or Dense Haze','Dave Kruel','Paul Heveran',Leony,?,?,2018
'2018-10-13 08:00','2018-10-13 09:00',60,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,270,7,100,?,225,'0: Below eye level','6:  Drizzle','Paul Heveran','Dave Kruel',?,?,?,2018
'2018-10-13 07:00','2018-10-13 08:00',37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,7,100,1,?,(none),'6:  Drizzle','Paul Heveran',?,?,?,?,2018
'2018-10-12 16:00','2018-10-12 17:00',60,60,0,0,0,0,1,3,0,29,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,41,24,315,12,80,77,225,'1: Eye level to 30m','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-10-12 15:00','2018-10-12 16:00',60,60,0,0,0,0,1,2,1,50,4,0,0,0,0,0,6,0,0,0,0,2,3,2,0,1,72,24,315,13,40,77,?,'1: Eye level to 30m','1: Partly Cloudy','Jesse Amesbury',?,?,?,?,2018
'2018-10-12 14:00','2018-10-12 15:00',60,75,0,0,0,0,0,1,2,42,6,0,0,1,0,0,5,0,0,0,0,2,0,0,0,0,59,15.5,315,13,50,77,225,'2: Unaided eye','1: Partly Cloudy','Jesse Amesbury','Muzi Sibiya',?,?,?,2018
'2018-10-12 13:00','2018-10-12 14:00',60,120,0,0,0,0,1,3,0,32,12,0,0,2,0,0,9,0,0,0,0,1,0,0,0,0,60,24,315,13,60,77,225,'2: Unaided eye','2: Mostly Cloudy','Jesse Amesbury','Muzi Sibiya',?,?,?,2018
'2018-10-12 12:00','2018-10-12 13:00',60,60,0,0,0,0,0,5,0,59,7,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,84,15.5,315,14,80,77,225,'2: Unaided eye','3: Overcast','Jesse Amesbury','Muzi Sibiya',?,?,?,2018
'2018-10-12 11:00','2018-10-12 12:00',60,120,0,0,0,0,2,3,0,44,5,0,0,0,0,0,7,0,0,0,0,6,1,1,0,0,69,15.5,315,13,80,77,225,'2: Unaided eye','3: Overcast','Jesse Amesbury','Muzi Sibiya',?,?,?,2018
'2018-10-12 10:00','2018-10-12 11:00',60,120,0,0,0,0,2,4,2,48,15,0,2,0,0,0,4,0,0,0,0,15,0,0,0,0,92,15.5,315,13,80,77,225,'2: Unaided eye','3: Overcast','Jesse Amesbury','Muzi Sibiya',?,?,?,2018
'2018-10-12 09:00','2018-10-12 10:00',60,60,0,0,0,0,1,2,1,51,14,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,80,15.5,315,12,100,77,?,'2: Unaided eye','3: Overcast','Jesse Amesbury','Muzi Sibiya',?,?,?,2018
'2018-10-12 08:00','2018-10-12 09:00',60,60,0,0,0,0,0,2,1,71,18,0,0,0,0,0,1,0,0,0,0,26,2,0,0,0,121,15.5,315,10,100,77,225,'2: Unaided eye','3: Overcast','Jesse Amesbury','Muzi Sibiya',?,?,?,2018
'2018-10-12 07:00','2018-10-12 08:00',60,120,0,0,0,0,1,7,0,31,6,0,0,0,0,0,0,0,0,0,0,20,7,0,0,0,72,24,315,10,50,77,225,'2: Unaided eye','1: Partly Cloudy','Jesse Amesbury','Muzi Sibiya',?,?,?,2018
'2018-10-12 06:15','2018-10-12 07:00',45,90,0,0,0,0,1,4,0,5,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,19,24,315,10,80,77,225,'2: Unaided eye','3: Overcast','Jesse Amesbury','Muzi Sibiya',?,?,?,2018
'2018-10-11 10:00','2018-10-11 11:00',60,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,135,22,100,0,135,'0: Below eye level','6:  Drizzle','Jesse Amesbury',?,?,?,?,2018
'2018-10-11 09:00','2018-10-11 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,22,100,?,?,?,'6:  Drizzle','Jesse Amesbury',?,?,?,?,2018
'2018-10-11 08:00','2018-10-11 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,135,20,100,0,225,'0: Below eye level','6:  Drizzle','Jesse Amesbury',?,?,?,?,2018
'2018-10-11 07:00','2018-10-11 08:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,21,100,?,?,?,'5: Fog or Dense Haze','Jesse Amesbury',?,?,?,?,2018
'2018-10-11 06:30','2018-10-11 07:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,21,100,1,?,?,'5: Fog or Dense Haze','Jesse Amesbury',?,?,?,?,2018
'2018-10-10 16:00','2018-10-10 17:00',30,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,135,22,60,10,225,'0: Below eye level','3: Overcast','JF Therrien',?,?,?,?,2018
'2018-10-10 15:00','2018-10-10 16:00',60,120,0,7,0,0,3,1,1,13,1,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,34,3,135,23,80,10,225,'3: At limit of unaided vision','2: Mostly Cloudy','JF Therrien','Brian Ferrence',?,?,?,2018
'2018-10-10 14:00','2018-10-10 15:00',60,120,0,22,0,0,4,1,1,20,3,0,0,0,0,0,2,0,0,0,0,2,3,0,0,3,61,3,135,25,40,10,225,'3: At limit of unaided vision','1: Partly Cloudy','JF Therrien','Brian Ferrence',?,?,?,2018
'2018-10-10 13:00','2018-10-10 14:00',60,180,0,6,0,0,1,2,0,28,2,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,46,3,135,26,50,10,225,'3: At limit of unaided vision','1: Partly Cloudy','JF Therrien','Brian Ferrence','Aslan Bolkvadze',?,?,2018
'2018-10-10 12:00','2018-10-10 13:00',60,180,0,10,0,0,0,1,1,22,1,0,4,0,5,0,2,0,0,0,0,0,1,0,1,0,48,3,135,25,90,5,225,'3: At limit of unaided vision','2: Mostly Cloudy','JF Therrien','Brian Ferrence','Aslan Bolkvadze',?,?,2018
'2018-10-10 11:00','2018-10-10 12:00',60,180,2,22,0,0,0,2,0,53,2,0,0,0,0,0,0,0,0,0,0,1,2,0,2,5,91,3,135,25,60,5,225,'2: Unaided eye','2: Mostly Cloudy','JF Therrien','Brian Ferrence','Aslan Bolkvadze',?,?,2018
'2018-10-10 10:00','2018-10-10 11:00',60,180,0,5,0,0,0,0,1,29,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,41,3,135,22,100,2,225,'3: At limit of unaided vision','3: Overcast','JF Therrien','Brian Ferrence','Aslan Bolkvadze',?,?,2018
'2018-10-10 09:00','2018-10-10 10:00',60,120,0,10,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,29,3,157.5,21,100,2,225,'1: Eye level to 30m','3: Overcast','JF Therrien','Brian Ferrence','Aslan Bolkvadze',?,?,2018
'2018-10-10 08:00','2018-10-10 09:00',60,120,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,157.5,20,100,0.5,?,?,'3: Overcast','JF Therrien','Brian Ferrence','Aslan Bolkvadze',?,?,2018
'2018-10-10 07:00','2018-10-10 08:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,157.5,20,100,0.5,?,?,'3: Overcast','JF Therrien','Brian Ferrence',?,?,?,2018
'2018-10-10 06:45','2018-10-10 07:00',15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,157.5,20,100,0.5,?,?,'3: Overcast','JF Therrien','Brian Ferrence',?,?,?,2018
'2018-10-10 06:00','2018-10-10 07:00',15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,157.5,20,100,0.5,?,?,'3: Overcast','JF Therrien',?,?,?,?,2018
'2018-10-09 15:00','2018-10-09 16:00',0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,?,23,100,17,?,?,'3: Overcast','Rob Feldman','Sue Schmoyer',?,?,?,2018
'2018-10-09 14:00','2018-10-09 15:00',60,120,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,180,25,90,17,180,'2: Unaided eye','3: Overcast','Rob Feldman','Sue Schmoyer',?,?,?,2018
'2018-10-09 13:00','2018-10-09 14:00',60,120,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,3,180,27,100,17,180,'2: Unaided eye','3: Overcast','Rob Feldman','Sue Schmoyer',?,?,?,2018
'2018-10-09 12:00','2018-10-09 13:00',60,120,0,0,0,0,2,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,180,25,100,13,180,'2: Unaided eye','3: Overcast','Rob Feldman','Sue Schmoyer',?,?,?,2018
'2018-10-09 11:00','2018-10-09 12:00',60,120,0,13,0,0,0,0,1,10,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,29,0,180,25,100,7,180,'2: Unaided eye','3: Overcast','Rob Feldman','Sue Schmoyer',?,?,?,2018
'2018-10-09 10:00','2018-10-09 11:00',60,110,0,0,0,0,1,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,?,24,100,3,180,?,'5: Fog or Dense Haze','Rob Feldman','Sue Schmoyer',?,?,?,2018
'2018-10-09 09:00','2018-10-09 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,22,100,1,?,(none),'5: Fog or Dense Haze','Rob Feldman',?,?,?,?,2018
'2018-10-09 08:00','2018-10-09 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,19,100,?,?,(none),'5: Fog or Dense Haze','Rob Feldman',?,?,?,?,2018
'2018-10-09 07:00','2018-10-09 08:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,19,100,?,?,(none),'5: Fog or Dense Haze','Rob Feldman',?,?,?,?,2018
'2018-10-09 06:00','2018-10-09 07:00',50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,20,100,?,?,(none),'5: Fog or Dense Haze','Rob Feldman',?,?,?,?,2018
'2018-10-08 13:00','2018-10-08 14:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,135,18,100,?,?,?,'6:  Drizzle','David Barber',?,?,?,?,2018
'2018-10-08 12:00','2018-10-08 13:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,135,18,100,?,?,?,'6:  Drizzle','David Barber',?,?,?,?,2018
'2018-10-08 11:00','2018-10-08 12:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15.5,135,18,100,0,247.5,'1: Eye level to 30m','5: Fog or Dense Haze','David Barber','Jon Levin',?,?,?,2018
'2018-10-08 10:00','2018-10-08 11:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,135,18,100,?,?,?,'5: Fog or Dense Haze','David Barber','Jon Levin',?,?,?,2018
'2018-10-08 09:00','2018-10-08 10:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,135,18,100,?,?,?,'5: Fog or Dense Haze','David Barber','Jon Levin',?,?,?,2018
'2018-10-08 08:00','2018-10-08 09:00',60,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.5,135,18,100,?,247.5,'1: Eye level to 30m','5: Fog or Dense Haze','David Barber','Jon Levin',?,?,?,2018
'2018-10-08 07:00','2018-10-08 08:00',40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,135,18,100,?,?,?,'5: Fog or Dense Haze','David Barber',?,?,?,?,2018
'2018-10-07 16:00','2018-10-07 17:00',60,120,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,18,3,45,23,90,33,225,'1: Eye level to 30m','2: Mostly Cloudy','Jason Deeter','Jesse Amesbury',?,?,?,2018
'2018-10-07 15:00','2018-10-07 16:00',60,180,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,3,?,24,75,33,225,'2: Unaided eye','1: Partly Cloudy','Jason Deeter','Doug Wood','Jesse Amesbury',?,?,2018
'2018-10-07 14:00','2018-10-07 15:00',60,180,0,0,0,0,0,1,1,15,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,23,3,315,25,40,33,225,'3: At limit of unaided vision','1: Partly Cloudy','Doug Wood','Jason Deeter','Jesse Amesbury',?,?,2018
'2018-10-07 13:00','2018-10-07 14:00',60,180,0,0,0,0,1,1,0,17,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,26,8.5,315,28,50,33,225,'3: At limit of unaided vision','1: Partly Cloudy','Doug Wood','Jason Deeter','Jesse Amesbury',?,?,2018
'2018-10-07 12:00','2018-10-07 13:00',60,180,0,0,0,0,1,3,0,22,6,0,0,1,15,0,6,0,0,0,0,1,2,0,0,0,57,3,225,26,75,10,225,'2: Unaided eye','2: Mostly Cloudy','Jason Deeter','Doug Wood','Jesse Amesbury',?,?,2018
'2018-10-07 11:00','2018-10-07 12:00',60,60,0,0,0,0,5,0,0,21,7,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,38,3,315,23,75,10,225,'2: Unaided eye','2: Mostly Cloudy','Jason Deeter','Doug Wood','Jesse Amesbury',?,?,2018
'2018-10-07 10:00','2018-10-07 11:00',60,120,0,0,0,0,1,0,0,25,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,30,3,270,21,100,?,?,?,'5: Fog or Dense Haze','Doug Wood','Jesse Amesbury',?,?,?,2018
'2018-10-07 09:00','2018-10-07 10:00',60,120,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,8.5,270,20,100,4,225,'0: Below eye level','5: Fog or Dense Haze','Doug Wood','Jesse Amesbury',?,?,?,2018
'2018-10-07 08:00','2018-10-07 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,270,20,100,?,?,?,'5: Fog or Dense Haze','Doug Wood',?,?,?,?,2018
'2018-10-07 07:00','2018-10-07 08:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,270,19,100,?,?,?,'5: Fog or Dense Haze','Doug Wood',?,?,?,?,2018
'2018-10-07 06:00','2018-10-07 07:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,270,19,100,?,?,?,'5: Fog or Dense Haze','Doug Wood',?,?,?,?,2018
'2018-10-06 13:00','2018-10-06 14:00',60,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,18,100,?,?,?,'5: Fog or Dense Haze','Beth Sassaman','Bracken Brown','Laurie Goodrich',?,?,2018
'2018-10-06 12:00','2018-10-06 13:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,18,100,?,?,?,'5: Fog or Dense Haze','Beth Sassaman','Bracken Brown','Laurie Goodrich',?,?,2018
'2018-10-06 11:00','2018-10-06 12:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,16,100,?,?,?,'5: Fog or Dense Haze','Beth Sassaman','Bracken Brown','Laurie Goodrich',?,?,2018
'2018-10-06 10:00','2018-10-06 11:00',60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,17,100,?,?,?,'5: Fog or Dense Haze','Beth Sassaman','Bracken Brown','Laurie Goodrich',?,?,2018
'2018-10-06 09:00','2018-10-06 10:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,16,100,?,?,?,'5: Fog or Dense Haze','Beth Sassaman','Bracken Brown',?,?,?,2018
'2018-10-06 08:00','2018-10-06 09:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,180,15,100,?,225,'0: Below eye level','5: Fog or Dense Haze','Beth Sassaman','Bracken Brown',?,?,?,2018
'2018-10-06 07:00','2018-10-06 08:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,15,100,?,?,?,'5: Fog or Dense Haze','Beth Sassaman','Bracken Brown',?,?,?,2018
'2018-10-06 06:00','2018-10-06 07:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,15,100,?,?,?,'5: Fog or Dense Haze','Beth Sassaman',?,?,?,?,2018
'2018-10-05 15:00','2018-10-05 16:00',60,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,?,22,100,77,?,?,'3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-10-05 14:00','2018-10-05 15:00',60,60,0,0,0,0,3,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,3,0,21,100,77,135,'2: Unaided eye','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-10-05 13:00','2018-10-05 14:00',60,120,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,21,100,77,225,'2: Unaided eye','3: Overcast','Jesse Amesbury','Leony Malthaner',?,?,?,2018
'2018-10-05 12:00','2018-10-05 13:00',60,120,0,0,0,0,0,0,0,13,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,19,3,0,21,80,77,135,'2: Unaided eye','3: Overcast','Jesse Amesbury','Leony Malthaner',?,?,?,2018
'2018-10-05 11:00','2018-10-05 12:00',60,180,0,0,0,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,3,0,19,5,77,225,'2: Unaided eye','0: Clear','Jesse Amesbury','Leony Malthaner','Sean Grace',?,?,2018
'2018-10-05 10:00','2018-10-05 11:00',60,60,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,15,25,77,225,'2: Unaided eye','1: Partly Cloudy','Jesse Amesbury','Leony Malthaner',?,?,?,2018
'2018-10-05 09:00','2018-10-05 10:00',60,60,0,0,0,0,0,0,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,8.5,0,13,75,55,225,'2: Unaided eye','2: Mostly Cloudy','Jesse Amesbury','Leony Malthaner',?,?,?,2018
'2018-10-05 08:00','2018-10-05 09:00',60,60,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,8.5,0,12,65,50,135,'2: Unaided eye','2: Mostly Cloudy','Jesse Amesbury','Leony Malthaner',?,?,?,2018
'2018-10-05 07:00','2018-10-05 08:00',60,60,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.5,0,12,20,55,225,'1: Eye level to 30m','1: Partly Cloudy','Jesse Amesbury',?,?,?,?,2018
'2018-10-05 06:00','2018-10-05 07:00',55,55,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.5,0,11,30,50,225,'1: Eye level to 30m','1: Partly Cloudy','Jesse Amesbury',?,?,?,?,2018
